Name,RA,DEC,g_elves_mag,r_elves_mag_orig,i_elves_mag,g_elves_err,r_elves_err_orig,i_elves_err,log_sm,log_sm_err,quenched,HOST,RHOST_KPC,HOST_DIST,HOST_MK,HOST_LOG_SM,Mg,Mv,sb_v,sb_v_err,radius,radius_err,sbf_distance,r_elves_mag,r_elves_err,g_mag,r_mag,g_err,r_err,Mr,l_SFRHa,SFRHa,l_SFRFUV,SFRFUV,quenched_sfr,FUV_upper_limit_flag,Ha_upper_limit_flag,Name_Host,r_cover,Confirmed,Psat
dw1241m1155,190.3281,-11.9254,17.5,,16.72,0.11,,0.13,7.13,0.12,1,M104,73.8,9.55,-24.91,11.09,-12.4,-12.7,24.83,0.11,756.3,54.6,9.02,16.969281045751632,0.0931203745739505,17.446955555555554,16.860996078431373,0.1063071575351814,0.0924717378518736,-13.028236078431371,,,<,-4.33,1.0,1,0,M104,150,True,1.0
dw1238m1122,189.6402,-11.3681,17.58,,16.75,0.1,,0.09,7.17,0.12,0,M104,72.2,9.55,-24.91,11.09,-12.32,-12.65,23.42,0.1,651.7,0.1,,17.016601307189543,0.0682654629924001,17.52584444444444,16.908545098039216,0.0966278798302737,0.0677912188851864,-12.99178509803922,,,,,,0,0,M104,150,False,0.65
dw1238m1102,189.7429,-11.036,20.78,,20.26,0.25,,0.27,5.49,0.25,1,M104,106.3,9.55,-24.91,11.09,-9.12,-9.33,25.52,0.29,228.3,25.6,,20.419215686274512,0.1965748074373932,20.732733333333336,20.30974117647059,0.2415924662589593,0.1952066281950297,-9.587781176470587,,,,,,0,0,M104,150,False,0.65
dw1242m1116,190.6825,-11.2739,17.94,,17.37,0.22,,0.15,6.67,0.17,1,M104,126.1,9.55,-24.91,11.09,-11.96,-12.19,24.45,0.16,1299.5,229.2,,17.54653594771242,0.1241753695622133,17.891622222222225,17.437290196078436,0.2125619330169474,0.1233157583150968,-12.461330196078428,,,,,,0,0,M104,150,False,0.95
dw1242m1129,190.7067,-11.4893,21.17,,20.44,0.24,,0.24,5.58,0.22,1,M104,117.9,9.55,-24.91,11.09,-8.73,-9.02,24.79,0.23,153.0,22.0,,20.671960784313725,0.177532318050337,21.118066666666667,20.56344705882353,0.2319185634848769,0.1762975966525554,-9.33468705882353,,,,,,0,0,M104,150,False,0.2
dw1236p3336,189.2059,33.6131,16.67,16.42,,0.09,0.09,,6.74,0.13,0,NGC4631,199.5,7.4,-22.73,10.05,-12.68,-12.82,21.96,0.11,423.5,24.4,,16.42,0.09,16.6265,16.309750000000005,0.0869938342642741,0.0893722205162208,-13.03185,,,,-2.97,0.0,0,0,NGC4631,200,True,1.0
dw1239p3230,189.7713,32.5046,18.27,17.95,,0.1,0.1,,6.23,0.13,0,NGC4631,83.1,7.4,-22.73,10.05,-11.08,-11.26,23.07,0.1,802.1,0.1,7.32,17.95,0.1,18.22412,17.84024,0.0966598158491935,0.0993024672402453,-11.500872,,,,-3.97,0.0,0,0,NGC4631,200,True,1.0
dw1239p3251,189.8317,32.8608,20.25,19.75,,0.25,0.24,,5.78,0.17,1,NGC4631,86.7,7.4,-22.73,10.05,-9.09,-9.39,25.95,0.23,450.4,51.6,5.93,19.75,0.24,20.198,19.6415,0.2416378190598483,0.2383264250980155,-9.7055,,,,,,0,0,NGC4631,200,True,1.0
dw1240p3216,190.2209,32.2822,18.98,18.49,,0.1,0.09,,6.25,0.14,1,NGC4631,47.8,7.4,-22.73,10.05,-10.36,-10.65,24.25,0.09,312.8,20.0,6.68,18.49,0.09,18.92834,18.38143,0.0966484536865437,0.089372741370062,-10.961354,,,<,-4.68,1.0,1,0,NGC4631,200,True,1.0
dw1240p3247,190.2437,32.7904,16.32,15.71,,0.64,0.42,,7.53,0.13,1,NGC4631,45.0,7.4,-22.73,10.05,-13.03,-13.39,25.86,0.45,2258.5,684.5,7.11,15.71,0.42,16.26426,15.60227,0.61840489648773,0.4170840610716261,-13.751106,,,,,,0,0,NGC4631,200,True,1.0
dw1241p3251,190.4464,32.8577,15.71,15.57,,0.05,0.07,,6.92,0.11,0,NGC4631,41.9,7.4,-22.73,10.05,-13.64,-13.72,22.27,0.04,651.8,33.3,6.21,15.57,0.07,15.670240000000002,15.45898,0.0483586021303345,0.069510881162592,-13.886244,,,,-2.58,0.0,0,0,NGC4631,200,True,1.0
NGC4627,190.4987,32.574,12.86,12.5,,0.03,0.04,,8.45,0.11,0,NGC4631,5.6,7.4,-22.73,10.05,-16.49,-16.7,19.82,0.05,948.2,29.9,,12.5,0.04,12.81276,12.39052,0.0290118941125876,0.0397205551320723,-16.957456,,-4.28,,-2.47,0.0,0,0,NGC4631,200,True,1.0
dw1242p3237,190.5255,32.6219,19.16,18.86,,0.46,0.43,,5.84,0.37,1,NGC4631,10.4,7.4,-22.73,10.05,-10.19,-10.37,27.03,0.28,621.5,114.1,7.18,18.86,0.43,19.1148,18.7501,0.444600443094696,0.4270021410953345,-10.60258,,,,-4.51,0.0,0,0,NGC4631,200,True,1.0
dw1242p3158,190.6308,31.9692,19.2,18.71,,0.1,0.08,,6.15,0.14,1,NGC4631,74.7,7.4,-22.73,10.05,-10.14,-10.43,24.17,0.12,251.3,22.0,7.06,18.71,0.08,19.14834,18.601430000000004,0.0966382864086486,0.079443084028756,-10.741353999999998,,,<,-4.68,1.0,1,0,NGC4631,200,True,1.0
dw1243p3228,190.8534,32.4821,16.75,16.31,,0.03,0.03,,7.06,0.13,1,NGC4631,35.7,7.4,-22.73,10.05,-12.6,-12.86,23.25,0.03,574.7,10.7,8.07,16.31,0.03,16.70004,16.20108,0.028997944754758,0.0297907401720736,-13.150624,,,<,-4.6,1.0,1,0,NGC4631,200,True,1.0
NGC4656,190.9905,32.1681,,,,,,,8.46,,0,NGC4631,69.4,7.4,-22.73,10.05,,-18.9,,,,,,,,,,,,,,-0.18,,0.33,0.0,0,0,NGC4631,200,True,1.0
dw1248p3158,192.2187,31.9702,17.13,16.7,,0.09,0.09,,6.88,0.13,1,NGC4631,198.4,7.4,-22.73,10.05,-12.21,-12.47,23.92,0.12,572.0,35.7,7.55,16.7,0.09,17.080379999999998,16.59101,0.0869938342642741,0.0893722205162208,-12.756477999999998,,,<,-4.61,1.0,1,0,NGC4631,200,True,1.0
dw1247p3313,191.9083,33.2331,20.24,19.76,,0.15,0.14,,5.72,0.16,1,NGC4631,173.9,7.4,-22.73,10.05,-9.11,-9.39,24.64,0.22,236.5,31.2,,19.76,0.14,20.18868,19.651360000000004,0.1449781624935286,0.1390239652002488,-9.697208,,,,,,0,0,NGC4631,200,False,0.3
dw1231p4205,187.7873,42.0942,17.58,17.3,,0.1,0.1,,5.95,0.13,0,NGC4736,280.1,4.2,-22.96,10.29,-10.53,-10.7,22.68,0.12,163.6,10.8,,17.3,0.1,17.53548,17.189960000000003,0.0966598158491935,0.0993024672402453,-10.924287999999995,,,,-3.09,0.0,0,0,NGC4736,300,True,1.0
IC3687,190.5626,38.5034,13.29,13.0,,0.09,0.09,,7.66,0.13,0,NGC4736,227.3,4.2,-22.96,10.29,-14.83,-15.0,21.97,0.11,1097.3,52.7,,13.0,0.09,13.24514,12.89003,0.0869938342642741,0.0893722205162208,-15.228434,,-1.89,,-1.75,0.0,0,0,NGC4736,300,True,1.0
dw1243p4127,190.9798,41.4575,16.33,15.97,,0.09,0.09,,6.59,0.13,0,NGC4736,99.1,4.2,-22.96,10.29,-11.79,-12.0,23.4,0.11,537.5,29.9,,15.97,0.09,16.28276,15.86052,0.0869938342642741,0.0893722205162208,-12.257456,,-4.76,,-3.54,0.0,0,0,NGC4736,300,True,1.0
dw1243p4339,190.9898,43.6618,16.96,16.58,,0.09,0.09,,6.36,0.13,0,NGC4736,208.7,4.2,-22.96,10.29,-11.16,-11.38,23.23,0.12,292.9,17.5,,16.58,0.09,16.91208,16.47066,0.0869938342642741,0.0893722205162208,-11.645748,,-4.88,,-4.43,0.0,0,0,NGC4736,300,True,1.0
dw1249p4421,192.3797,44.3595,16.9,16.66,,0.09,0.09,,6.14,0.13,0,NGC4736,238.4,4.2,-22.96,10.29,-11.21,-11.36,21.81,0.12,168.4,10.0,,16.66,0.09,16.85684,16.549680000000002,0.0869938342642741,0.0893722205162208,-11.567704,,,,-2.95,0.0,0,0,NGC4736,300,True,1.0
dw1251p4138,192.7698,41.6353,18.45,17.97,,0.11,0.1,,5.95,0.13,1,NGC4736,37.9,4.2,-22.96,10.29,-9.67,-9.95,24.63,0.14,439.5,30.7,,17.97,0.1,18.39868,17.86136,0.1063143809651356,0.0993029853529087,-10.257208,,,<,-5.05,1.0,1,0,NGC4736,300,True,1.0
dw1255p4035,193.7615,40.5902,18.79,18.09,,0.11,0.1,,6.19,0.14,1,NGC4736,69.6,4.2,-22.96,10.29,-9.33,-9.73,26.22,0.15,519.8,43.9,,18.09,0.1,18.7168,17.9742,0.0792821896771273,0.1236611968242261,-10.137120000000005,,,<,-5.16,1.0,1,0,NGC4736,300,True,1.0
dw1234p3952,188.5929,39.8785,18.46,17.88,,0.1,0.1,,6.13,0.13,1,NGC4736,247.7,4.2,-22.96,10.29,-9.66,-10.0,24.05,0.14,208.5,16.4,,17.88,0.1,18.40528,17.77206,0.0966598158491935,0.0993024672402453,-10.348668,,,,,,0,0,NGC4736,300,False,0.15
dw1241p4103,190.254,41.053,18.86,18.34,,0.11,0.11,,5.87,0.14,1,NGC4736,136.5,4.2,-22.96,10.29,-9.26,-9.56,22.63,0.15,148.8,12.9,,18.34,0.11,18.80732,18.23164,0.1063257974341128,0.1092327139642698,-9.883791999999996,,,,-4.91,0.0,0,0,NGC4736,300,False,0.0
dw1242p4115,190.5471,41.2525,18.25,17.68,,0.1,0.1,,6.18,0.13,1,NGC4736,120.4,4.2,-22.96,10.29,-9.87,-10.2,24.81,0.13,258.9,19.4,,17.68,0.1,18.19562,17.571990000000003,0.0966598158491935,0.0993024672402453,-10.544521999999995,,,<,-4.56,1.0,1,0,NGC4736,300,False,0.6
dw1303p4222,195.8097,42.3733,17.88,17.51,,0.1,0.1,,5.97,0.13,0,NGC4736,192.4,4.2,-22.96,10.29,-10.24,-10.45,22.93,0.13,246.7,17.1,,17.51,0.1,17.83242,17.400590000000005,0.0966598158491935,0.0993024672402453,-10.711601999999996,,,,-3.63,0.0,0,0,NGC4736,300,False,0.05
dw1305p4206,196.499,42.1062,18.42,18.05,,0.1,0.1,,5.76,0.13,0,NGC4736,219.5,4.2,-22.96,10.29,-9.7,-9.91,23.23,0.14,282.4,22.0,,18.05,0.1,18.37242,17.940590000000004,0.0966598158491935,0.0993024672402453,-10.171602,,,,,,0,0,NGC4736,300,False,0.05
dw1308p4054,197.1913,40.901,17.94,17.34,,0.1,0.1,,6.35,0.13,1,NGC4736,248.0,4.2,-22.96,10.29,-10.18,-10.53,23.91,0.13,327.2,23.0,,17.34,0.1,17.884600000000002,17.232200000000002,0.0966598158491935,0.0993024672402453,-10.886959999999998,,,<,-4.46,1.0,1,0,NGC4736,300,False,0.4
dw1311p4051,197.9217,40.863,18.18,17.94,,0.1,0.1,,5.61,0.13,0,NGC4736,288.8,4.2,-22.96,10.29,-9.94,-10.08,23.4,0.13,148.2,11.0,,17.94,0.1,18.13684,17.829680000000003,0.0966598158491935,0.0993024672402453,-10.287703999999998,,,,-3.18,0.0,0,0,NGC4736,300,False,0.05
UGC7929,191.3366,21.4271,15.93,15.48,,0.09,0.09,,7.1,0.13,0,NGC4826,246.1,5.3,-23.24,10.36,-12.69,-12.95,22.51,0.11,696.4,37.3,,15.48,0.09,15.8797,15.37115,0.0869938342642741,0.0893722205162208,-13.24477,,,,-3.86,0.0,0,0,NGC4826,300,True,1.0
IC3840,192.9417,21.7349,15.87,15.67,,0.09,0.09,,6.68,0.13,0,NGC4826,106.7,5.3,-23.24,10.36,-12.75,-12.87,22.63,0.11,480.8,25.6,,15.67,0.09,15.8282,15.5594,0.0869938342642741,0.0893722205162208,-13.06112,,-3.03,,-2.62,0.0,0,0,NGC4826,300,True,1.0
dw1252p2215,193.0237,22.2654,19.86,19.33,,0.13,0.13,,5.68,0.15,1,NGC4826,113.1,5.3,-23.24,10.36,-8.76,-9.07,25.61,0.19,233.7,27.1,5.42,19.33,0.13,19.80698,19.22171,0.1256577606039515,0.1290932074123189,-9.397938,,,,,,0,0,NGC4826,300,True,1.0
dw1255p1912,193.921,19.2096,16.0,15.93,,0.09,0.09,,6.41,0.13,0,NGC4826,230.0,5.3,-23.24,10.36,-12.62,-12.66,24.45,0.11,884.7,47.7,,15.93,0.09,15.96262,15.81849,0.0869938342642741,0.0893722205162208,-12.797222000000003,<,-4.8,,-3.33,0.0,0,1,NGC4826,300,True,1.0
dw1258p2329,194.7139,23.4899,19.14,18.68,,0.12,0.11,,5.83,0.14,1,NGC4826,173.3,5.3,-23.24,10.36,-9.48,-9.75,24.77,0.16,564.0,50.9,6.08,18.68,0.11,19.08936,18.57122,0.1159803172956515,0.1092332298341489,-10.048916000000002,,,,,,0,0,NGC4826,300,True,1.0
dw1300p1843,195.1295,18.7177,17.89,17.27,,0.1,0.1,,6.62,0.13,1,NGC4826,286.6,5.3,-23.24,10.36,-10.73,-11.1,26.04,0.13,704.4,49.4,3.38,17.27,0.1,17.83392,17.16234,0.0966598158491935,0.0993024672402453,-11.465252,,,<,-5.29,1.0,1,0,NGC4826,300,True,1.0
IC4107,195.6741,21.9979,16.26,15.74,,0.09,0.09,,7.1,0.13,1,NGC4826,131.4,5.3,-23.24,10.36,-12.36,-12.66,23.42,0.11,456.5,25.2,4.63,15.74,0.09,16.207320000000003,15.63164,0.0869938342642741,0.0893722205162208,-12.983791999999998,,,<,-4.93,1.0,1,0,NGC4826,300,True,1.0
dw1245p2309,191.2591,23.1657,19.74,19.11,,0.13,0.12,,5.9,0.15,1,NGC4826,285.4,5.3,-23.24,10.36,-8.89,-9.25,23.46,0.18,156.1,17.5,,19.11,0.12,19.68358,19.00241,0.1256462605890044,0.1191634746891848,-9.619398,,,,,,0,0,NGC4826,300,False,0.1
dw1251p2324,192.8683,23.4009,19.12,18.72,,0.12,0.11,,5.74,0.14,0,NGC4826,194.7,5.3,-23.24,10.36,-9.5,-9.73,23.86,0.16,132.5,12.4,,18.72,0.11,19.0714,18.6108,0.1159803172956515,0.1092332298341489,-10.00404,,,,,,0,0,NGC4826,300,False,0.05
dw1310p4153,197.6743,41.8908,19.12,18.56,,0.12,0.11,,6.48,0.14,1,NGC5055,149.0,8.87,-24.02,10.72,-10.62,-10.95,25.42,0.16,593.9,55.8,7.38,18.56,0.11,19.06596,18.45192,0.1159803172956515,0.1092332298341489,-11.290375999999998,,,<,-4.64,1.0,1,0,NGC5055,300,True,1.0
dw1312p4158,198.0772,41.9755,19.62,19.08,,0.13,0.12,,6.22,0.15,1,NGC5055,101.3,8.87,-24.02,10.72,-10.12,-10.43,26.25,0.18,545.4,58.6,9.26,19.08,0.12,19.56664,18.97178,0.1256462605890044,0.1191634746891848,-10.762084000000002,,,<,-4.45,1.0,1,0,NGC5055,300,True,1.0
dw1312p4032,198.2159,40.5432,14.46,14.13,,0.09,0.09,,7.92,0.12,0,NGC5055,245.7,8.87,-24.02,10.72,-15.28,-15.47,20.06,0.11,484.6,23.9,,14.13,0.09,14.41378,14.02031,0.0869938342642741,0.0893722205162208,-15.715018000000002,,-2.01,,-1.95,0.0,0,0,NGC5055,300,True,1.0
UGCA337,198.244,41.7864,15.25,14.64,,0.09,0.09,,8.09,0.13,1,NGC5055,90.1,8.87,-24.02,10.72,-14.49,-14.85,22.67,0.11,1132.7,57.9,7.58,14.64,0.09,15.19426,14.53227,0.0869938342642741,0.0893722205162208,-15.211105999999996,,-4.32,,-3.61,1.0,0,0,NGC5055,300,True,1.0
dw1313p4202,198.4161,42.0431,17.99,17.45,,0.1,0.1,,6.87,0.13,1,NGC5055,62.0,8.87,-24.02,10.72,-11.75,-12.06,24.7,0.13,622.3,43.9,8.78,17.45,0.1,17.936639999999997,17.34178,0.0966598158491935,0.0993024672402453,-12.392084000000004,<,-4.46,,-4.68,1.0,0,1,NGC5055,300,True,1.0
UGC8313,198.4754,42.2092,14.12,13.67,,0.09,0.09,,8.28,0.13,0,NGC5055,61.7,8.87,-24.02,10.72,-15.62,-15.88,20.77,0.11,1340.0,65.5,8.77,13.67,0.09,14.0697,13.56115,0.0869938342642741,0.0893722205162208,-16.174770000000002,,-1.54,,-1.69,0.0,0,0,NGC5055,300,True,1.0
dw1315p4123,198.8158,41.3967,20.71,20.21,,0.17,0.17,,5.74,0.19,1,NGC5055,99.3,8.87,-24.02,10.72,-9.02,-9.32,26.19,0.26,339.7,51.8,8.8,20.21,0.17,20.658,20.1015,0.1643216869436289,0.1688141943084171,-9.6355,,,,,,0,0,NGC5055,300,True,1.0
dw1315p4130,198.8742,41.5022,17.67,17.18,,0.1,0.1,,6.93,0.13,1,NGC5055,82.1,8.87,-24.02,10.72,-12.07,-12.36,24.73,0.12,864.0,58.5,9.65,17.18,0.1,17.61834,17.071430000000003,0.0966598158491935,0.0993024672402453,-12.671353999999996,,,,,,0,0,NGC5055,300,True,1.0
dw1321p4226,200.3708,42.4334,20.11,19.56,,0.14,0.13,,6.06,0.16,1,NGC5055,173.9,8.87,-24.02,10.72,-9.63,-9.95,23.79,0.21,202.5,25.5,7.3,19.56,0.13,20.0563,19.45185,0.1353122093530366,0.1290937198317563,-10.28623,,,,,,0,0,NGC5055,300,True,1.0
dw1305p4206-n2,196.499,42.1062,18.42,18.05,,0.1,0.1,,6.41,0.13,0,NGC5055,282.6,8.87,-24.02,10.72,-11.32,-11.54,23.23,0.14,596.5,46.5,,18.05,0.1,18.37242,17.940590000000004,0.0966598158491935,0.0993024672402453,-11.801602,,,,,,0,0,NGC5055,300,False,0.35
dw1308p4054-n2,197.1913,40.901,17.95,17.35,,0.1,0.1,,7.0,0.13,1,NGC5055,269.1,8.87,-24.02,10.72,-11.79,-12.14,23.92,0.13,682.4,48.1,,17.35,0.1,17.8946,17.242200000000004,0.0966598158491935,0.0993024672402453,-12.496959999999998,,,<,-4.46,1.0,1,0,NGC5055,300,False,0.65
dw1311p4051-n2,197.9217,40.8631,18.17,17.94,,0.1,0.1,,6.27,0.13,0,NGC5055,216.8,8.87,-24.02,10.72,-11.57,-11.7,23.39,0.13,312.6,23.1,,17.94,0.1,18.127180000000003,17.829610000000002,0.0966598158491935,0.0993024672402453,-11.903558,,,,-3.18,0.0,0,0,NGC5055,300,False,0.35
dw1315p4304,198.7521,43.0849,18.97,18.1,,0.11,0.1,,7.08,0.14,1,NGC5055,165.1,8.87,-24.02,10.72,-10.77,-11.28,26.73,0.15,1579.9,141.3,,18.1,0.1,18.83628,17.94782,0.0792821896771273,0.1236611968242261,-11.795172,,,,,,0,0,NGC5055,300,False,0.8
dw1323p4058,200.935,40.9728,20.45,20.12,,0.16,0.16,,5.52,0.17,1,NGC5055,281.9,8.87,-24.02,10.72,-9.29,-9.49,24.56,0.23,189.2,26.8,,20.12,0.16,20.40378,20.010310000000004,0.1546557053587096,0.1588839475843925,-9.735017999999997,,,,,,0,0,NGC5055,300,False,0.25
KK189,198.1875,-41.8319,16.85,16.17,,0.09,0.09,,6.82,0.13,1,CENA,168.0,3.66,-23.87,10.92,-10.97,-11.36,23.44,0.12,281.6,16.6,,16.17,0.09,16.78392,16.05848,0.0662263029316902,0.1109445591275209,-11.754408000000003,<,-5.26,<,-4.79,1.0,1,1,CENA,200,True,1.0
ESO269-066,198.2875,-44.89,13.81,13.15,,0.09,0.09,,8.0,0.13,1,CENA,185.4,3.66,-23.87,10.92,-14.01,-14.39,22.55,0.11,749.0,36.3,,13.15,0.09,13.75104,13.04262,0.0662263029316902,0.1109445591275209,-14.771836,<,-5.39,<,-4.96,1.0,1,1,CENA,200,True,1.0
NGC5011C,198.2958,-43.2656,13.66,13.13,,0.09,0.09,,7.83,0.13,1,CENA,144.0,3.66,-23.87,10.92,-14.16,-14.49,21.12,0.1,450.7,21.7,,13.13,0.09,13.60698,13.02171,0.0869938342642741,0.0893722205162208,-14.817938,,,,-3.36,1.0,0,0,CENA,200,True,1.0
KK196,200.4458,-45.0633,15.26,14.85,,0.09,0.09,,6.98,0.13,0,CENA,137.3,3.66,-23.87,10.92,-12.56,-12.77,22.89,0.11,283.9,42.6,,14.85,0.09,15.21106,14.74087,0.0869938342642741,0.0893722205162208,-13.048186,,,,-3.35,0.0,0,0,CENA,200,True,1.0
KK197,200.5042,-42.5356,14.89,14.01,,0.09,0.09,,7.96,0.13,1,CENA,50.8,3.66,-23.87,10.92,-12.93,-13.44,23.73,0.11,932.6,46.9,,14.01,0.09,14.75272,13.85568,0.0662263029316902,0.1109445591275209,-13.961528,<,-5.31,<,-4.74,1.0,1,1,CENA,200,True,1.0
KKS55,200.55,-42.7308,15.97,15.31,,0.09,0.09,,7.14,0.13,1,CENA,42.4,3.66,-23.87,10.92,-11.84,-12.23,24.83,0.11,579.0,31.2,,15.31,0.09,15.911040000000002,15.20262,0.0662263029316902,0.1109445591275209,-12.611836,<,-5.31,<,-4.76,1.0,1,1,CENA,200,True,1.0
CENA-MM-DW4,200.7583,-41.7861,18.5,17.8,,0.1,0.1,,6.2,0.13,1,CENA,83.8,3.66,-23.87,10.92,-9.32,-9.72,25.38,0.14,306.9,24.4,,17.8,0.1,18.4268,17.6842,0.0735847810352113,0.1232717323639122,-10.12712,,,<,-4.79,1.0,1,0,CENA,200,True,1.0
dw1323-40b,201.0,-40.8367,18.52,17.92,,0.11,0.1,,6.01,0.13,1,CENA,140.6,3.66,-23.87,10.92,-9.3,-9.65,25.54,0.14,432.2,34.5,,17.92,0.1,18.4646,17.812200000000004,0.1063143809651356,0.0993029853529087,-10.00696,,,<,-4.93,1.0,1,0,CENA,200,True,1.0
dw1323-40,201.2421,-40.7622,18.2,17.55,,0.1,0.1,,6.23,0.13,1,CENA,144.4,3.66,-23.87,10.92,-9.62,-10.0,25.32,0.13,277.8,20.6,,17.55,0.1,18.1429,17.44255,0.0966598158491935,0.0993024672402453,-10.37769,,,<,-4.99,1.0,1,0,CENA,200,True,1.0
CENA-MM-DW6,201.4875,-41.0942,,18.52,,,0.11,,5.61,0.22,1,CENA,123.1,3.66,-23.87,10.92,,-9.1,25.4,0.3,276.8,10.6,,18.52,0.11,,,,,,,,<,-4.84,1.0,1,0,CENA,200,True,1.0
CENA-MM-DW7,201.6167,-43.5567,,17.72,,,0.1,,5.96,0.22,1,CENA,36.3,3.66,-23.87,10.92,,-9.9,25.9,0.4,532.3,53.2,,17.72,0.1,,,,,,,,<,-4.82,1.0,1,0,CENA,200,True,1.0
ESO324-024,201.9042,-41.4806,,,,,,,8.05,,0,CENA,101.6,3.66,-23.87,10.92,,-15.5,,,,,,,,,,,,,,-1.82,,-1.8,0.0,0,0,CENA,200,True,1.0
KK203,201.8667,-45.3525,,,,,,,6.25,,0,CENA,150.9,3.66,-23.87,10.92,,-10.5,,,,,,,,,,,,,,,<,-4.93,1.0,1,0,CENA,200,True,1.0
dw1329-45,202.3121,-45.1767,18.4,18.16,,0.1,0.1,,5.43,0.13,1,CENA,144.6,3.66,-23.87,10.92,-9.42,-9.46,25.68,0.14,175.7,26.4,,18.16,0.1,18.35684,18.04968,0.0966598158491935,0.0993024672402453,-9.667704,,,<,-5.26,1.0,1,0,CENA,200,True,1.0
CENA-MM-DW1,202.5583,-41.8933,15.93,15.16,,0.09,0.09,,7.36,0.13,1,CENA,91.3,3.66,-23.87,10.92,-11.89,-12.34,25.42,0.11,845.9,45.3,,15.16,0.09,15.83188,15.02922,0.0662263029316902,0.1109445591275209,-12.791612,,,<,-4.82,1.0,1,0,CENA,200,True,1.0
CENA-MM-DW3,202.5875,-42.1925,,14.52,,,0.09,,7.34,0.22,1,CENA,78.1,3.66,-23.87,10.92,,-13.1,26.0,0.4,2352.9,159.7,,14.52,0.09,,,,,,,,<,-4.86,1.0,1,0,CENA,200,True,1.0
CENA-MM-DW9,203.2542,-42.53,18.59,18.35,,0.11,0.11,,5.34,0.13,1,CENA,94.0,3.66,-23.87,10.92,-9.23,-9.37,26.36,0.14,385.0,31.2,,18.35,0.11,18.54684,18.239680000000003,0.1063257974341128,0.1092327139642698,-9.577704,,,<,-4.9,1.0,1,0,CENA,200,True,1.0
CENA-MM-DW8,203.3917,-41.6078,17.42,16.75,,0.09,0.1,,6.58,0.13,1,CENA,131.6,3.66,-23.87,10.92,-10.4,-10.79,26.18,0.12,615.3,39.4,,16.75,0.1,17.35748,16.64062,0.0680200088209344,0.1229182964411726,-11.178052000000005,,,<,-5.07,1.0,1,0,CENA,200,True,1.0
dw1336-44,204.2033,-43.8578,18.7,18.08,,0.11,0.1,,5.97,0.13,1,CENA,142.2,3.66,-23.87,10.92,-9.12,-9.54,25.29,0.14,143.2,21.5,,18.08,0.1,18.64392,17.97234,0.1063143809651356,0.0993029853529087,-9.905252,,,<,-5.02,1.0,1,0,CENA,200,True,1.0
NGC5237,204.4127,-42.8469,,,,,,,8.13,,0,CENA,143.0,3.66,-23.87,10.92,,-15.3,,,,,,,,,,,,,,-2.26,,-2.38,0.0,0,0,CENA,200,True,1.0
KKS57,205.4083,-42.5819,16.89,16.98,,0.09,0.1,,5.44,0.13,1,CENA,191.7,3.66,-23.87,10.92,-10.93,-10.64,24.38,0.12,212.9,13.6,,16.98,0.1,,,0.0870064572316331,0.0993019984693158,,,,,,,0,0,CENA,200,True,1.0
dw1341-43,205.4025,-43.8554,17.17,16.82,,0.09,0.1,,6.1,0.13,1,CENA,194.9,3.66,-23.87,10.92,-10.65,-10.8,25.78,0.12,358.4,22.3,,16.82,0.1,17.1231,16.71045,0.0870064572316331,0.0993019984693158,-11.053310000000003,,,<,-5.09,1.0,1,0,CENA,200,True,1.0
dw1328p4703,202.103,47.0651,20.38,19.82,,0.11,0.11,,5.94,0.13,1,NGC5194,42.1,8.58,-24.08,10.73,-9.28,-9.61,25.26,0.14,296.4,17.5,8.35,19.82,0.11,20.32596,19.711920000000003,0.1063257974341128,0.1092327139642698,-9.950376,,,,,,0,0,NGC5194,150,True,1.0
NGC5195,202.4983,47.2661,,,,,,,10.4,,0,NGC5194,11.0,8.58,-24.08,10.73,,-20.2,,,,,,,,,,,,,,-0.54,,-1.05,0.0,0,0,NGC5194,150,True,1.0
dw1330p4731,202.6411,47.5257,20.54,20.18,,0.15,0.17,,5.52,0.22,1,NGC5194,52.5,8.58,-24.08,10.73,-9.13,-9.34,26.76,0.22,487.4,50.8,11.49,20.18,0.17,20.49276,20.07052,0.1450152350616996,0.1688132654740142,-9.597455999999998,,,,,,0,0,NGC5194,150,True,1.0
dw1335-29,203.9417,-29.7067,18.68,18.24,,0.11,0.11,,5.88,0.13,1,NGC5236,25.8,4.7,-23.64,10.37,-9.68,-9.94,26.33,0.14,566.3,47.0,,18.24,0.11,18.63004,18.13108,0.1063257974341128,0.1092327139642698,-10.230624000000002,,,<,-4.87,1.0,1,0,NGC5236,300,True,1.0
dw1340-30,205.0792,-30.3597,19.12,,18.07,0.12,,0.1,6.21,0.13,1,NGC5236,71.2,4.7,-23.64,10.37,-9.24,-9.64,26.22,0.16,335.7,31.3,,18.41281045751634,0.0774584536258309,19.044240522875818,18.29547189542484,0.0820523648559947,0.0974780046087885,-10.051689673202617,,,<,-4.82,1.0,1,0,NGC5236,300,True,1.0
KK200,201.15,-30.9717,15.62,15.25,,0.09,0.09,,6.98,0.13,0,NGC5236,237.8,4.7,-23.64,10.37,-12.74,-12.95,22.5,0.11,371.7,19.5,,15.25,0.09,15.57242,15.14059,0.0869938342642741,0.0893722205162208,-13.211602,,-4.26,,-3.09,0.0,0,0,NGC5236,300,True,1.0
