Name,RA,DEC,g_elves_mag,r_elves_mag_orig,i_elves_mag,g_elves_err,r_elves_err_orig,i_elves_err,log_sm,log_sm_err,quenched,HOST,RHOST_KPC,HOST_DIST,HOST_MK,HOST_LOG_SM,Mg,Mv,sb_v,sb_v_err,radius,radius_err,sbf_distance,r_elves_mag,r_elves_err,g_mag,r_mag,g_err,r_err,Mr,l_SFRHa,SFRHa,l_SFRFUV,SFRFUV,quenched_sfr,FUV_upper_limit_flag,Ha_upper_limit_flag,Name_Host,r_cover,Confirmed,Psat
dw1045p2427,161.3793,24.4657,19.8,19.31,,0.13,0.13,,6.16,0.15,1,NGC3344,110.4,9.82,-22.27,10.27,-10.16,-10.45,25.12,0.19,437.2,49.9,9.76,19.31,0.13,19.74834,19.20143,0.1256577606039515,0.1290932074123189,-10.761353999999995,,,,,,0,0,NGC3344,300,True,1.0
dw1038p2501,159.5427,25.0283,20.2,19.77,,0.15,0.14,,5.9,0.16,1,NGC3344,208.5,9.82,-22.27,10.27,-9.76,-10.01,23.99,0.21,168.4,21.9,,19.77,0.14,20.15038,19.66101,0.1449781624935286,0.1390239652002488,-10.296477999999995,,,,,,0,0,NGC3344,300,False,0.15
dw1044p2559,161.1198,25.9934,18.71,18.26,,0.11,0.11,,6.53,0.13,0,NGC3344,187.3,9.82,-22.27,10.27,-11.25,-11.51,21.54,0.15,230.2,19.3,,18.26,0.11,18.6597,18.151150000000005,0.1063257974341128,0.1092327139642698,-11.80477,,,,,,0,0,NGC3344,300,False,0.15
dw1044p2610,161.1213,26.1782,20.38,19.73,,0.15,0.14,,6.23,0.17,1,NGC3344,218.5,9.82,-22.27,10.27,-9.58,-9.96,25.04,0.23,422.1,58.4,,19.73,0.14,20.3229,19.62255,0.1449781624935286,0.1390239652002488,-10.337690000000002,,,,,,0,0,NGC3344,300,False,0.75
dw1045p2606,161.2758,26.1048,20.12,19.63,,0.14,0.14,,6.03,0.16,1,NGC3344,211.7,9.82,-22.27,10.27,-9.84,-10.13,23.79,0.21,205.9,26.1,,19.63,0.14,20.06834,19.52143,0.1353237421888709,0.1390234541363434,-10.441353999999995,,,,,,0,0,NGC3344,300,False,0.2
dw1039p1238,159.929,12.6348,16.51,16.01,,0.09,0.09,,7.56,0.13,0,NGC3379,369.8,10.7,-23.8,10.63,-13.64,-13.93,21.22,0.11,610.0,34.6,,16.01,0.09,16.458000000000002,15.9015,0.0869938342642741,0.0893722205162208,-14.245500000000002,,,,-3.39,0.0,0,0,NGC3379,370,True,1.0
UGC5812,160.2355,12.4728,15.0,14.58,,0.09,0.09,,8.03,0.12,0,NGC3379,314.5,10.7,-23.8,10.63,-15.15,-15.4,21.72,0.11,1458.0,73.6,,14.58,0.09,14.95072,14.47094,0.0869938342642741,0.0893722205162208,-15.682332,,,,-2.26,0.0,0,0,NGC3379,370,True,1.0
dw1042p1220,160.5015,12.3351,15.39,14.97,,0.09,0.09,,7.88,0.13,0,NGC3379,269.4,10.7,-23.8,10.63,-14.75,-15.0,21.1,0.11,1063.1,54.9,,14.97,0.09,15.34072,14.86094,0.0869938342642741,0.0893722205162208,-15.282332000000002,,,,-2.56,0.0,0,0,NGC3379,370,True,1.0
dw1042p1208,160.6431,12.1509,17.0,16.38,,0.09,0.09,,7.59,0.13,1,NGC3379,252.8,10.7,-23.8,10.63,-13.15,-13.51,24.68,0.12,1247.9,75.1,,16.38,0.09,16.94392,16.27234,0.0869938342642741,0.0893722205162208,-13.875252000000003,,,<,-4.32,1.0,1,0,NGC3379,370,True,1.0
dw1042p1359,160.6886,13.9905,20.81,20.28,,0.17,0.17,,5.9,0.19,1,NGC3379,349.9,10.7,-23.8,10.63,-9.34,-9.65,24.77,0.26,276.5,44.5,10.51,20.28,0.17,20.75698,20.171710000000004,0.1643216869436289,0.1688141943084171,-9.977937999999996,,,,,,0,0,NGC3379,370,True,1.0
dw1043p1410,160.7948,14.1799,19.81,19.45,,0.13,0.13,,6.01,0.15,1,NGC3379,365.7,10.7,-23.8,10.63,-10.34,-10.55,24.77,0.19,321.1,36.8,11.92,19.45,0.13,19.76276,19.34052,0.1256577606039515,0.1290932074123189,-10.807455999999998,,,,,,0,0,NGC3379,370,True,1.0
dw1043p1415,160.9572,14.2554,19.77,19.16,,0.13,0.12,,6.47,0.15,1,NGC3379,361.6,10.7,-23.8,10.63,-10.38,-10.73,24.36,0.19,402.9,45.6,12.24,19.16,0.12,19.71426,19.052270000000004,0.1256462605890044,0.1191634746891848,-11.091106,,,<,-4.16,1.0,1,0,NGC3379,370,True,1.0
M95,160.9904,11.7037,,,,,,,10.42,,0,NGC3379,240.9,10.7,-23.8,10.63,,-20.49,,,,,,,,,,,,,,-0.18,,-0.33,0.0,0,0,NGC3379,370,True,1.0
dw1044p1359,161.1075,13.9988,20.55,19.99,,0.16,0.15,,6.07,0.18,1,NGC3379,306.4,10.7,-23.8,10.63,-9.6,-9.93,25.13,0.24,331.3,48.6,10.6,19.99,0.15,20.49596,19.88192,0.1546441191898353,0.1489542107494783,-10.270376,,,,,,0,0,NGC3379,370,True,1.0
dw1044p1356,161.1471,13.9396,16.03,15.51,,0.09,0.09,,7.79,0.13,1,NGC3379,293.3,10.7,-23.8,10.63,-14.12,-14.42,21.85,0.11,696.6,37.7,11.13,15.51,0.09,15.977320000000002,15.40164,0.0869938342642741,0.0893722205162208,-14.743792,,,,-3.71,1.0,0,0,NGC3379,370,True,1.0
dw1044p1351,161.1588,13.8591,19.47,18.96,,0.12,0.12,,6.4,0.14,1,NGC3379,279.3,10.7,-23.8,10.63,-10.68,-10.97,24.64,0.17,351.0,36.2,11.49,18.96,0.12,19.41766,18.85157,0.1159917790190322,0.1191629606882944,-11.289645999999998,,,<,-4.21,1.0,1,0,NGC3379,370,True,1.0
dw1044p1351b,161.1602,13.8557,19.76,19.29,,0.13,0.13,,6.21,0.15,1,NGC3379,278.6,10.7,-23.8,10.63,-10.39,-10.66,25.21,0.19,384.1,43.3,10.65,19.29,0.13,19.70902,19.18129,0.1256577606039515,0.1290932074123189,-10.963062,,,,,,0,0,NGC3379,370,True,1.0
dw1044p1154,161.2394,11.9162,17.37,17.08,,0.09,0.1,,6.86,0.13,0,NGC3379,180.5,10.7,-23.8,10.63,-12.77,-12.95,22.57,0.12,565.8,36.0,9.99,17.08,0.1,17.32514,16.97003,0.0870064572316331,0.0993019984693158,-13.178434,<,-3.64,,-3.04,0.0,0,1,NGC3379,370,True,1.0
dw1046p1257,161.559,12.9606,18.55,17.96,,0.11,0.1,,6.92,0.13,1,NGC3379,101.3,10.7,-23.8,10.63,-11.6,-11.94,24.31,0.14,478.8,38.5,12.45,17.96,0.1,18.49494,17.852130000000002,0.1063143809651356,0.0993029853529087,-12.292814,,,<,-4.34,1.0,1,0,NGC3379,370,True,1.0
dw1046p1401,161.6027,14.0242,17.05,16.46,,0.09,0.09,,7.52,0.13,1,NGC3379,277.0,10.7,-23.8,10.63,-13.1,-13.44,23.97,0.12,834.0,50.7,11.08,16.46,0.09,16.99494,16.352130000000002,0.0869938342642741,0.0893722205162208,-13.792814,,,<,-4.36,1.0,1,0,NGC3379,370,True,1.0
dw1046p1145,161.626,11.7557,17.94,17.31,,0.1,0.1,,7.23,0.13,1,NGC3379,165.6,10.7,-23.8,10.63,-12.21,-12.57,24.29,0.13,676.1,42.6,11.02,17.31,0.1,17.883580000000002,17.20241,0.0966598158491935,0.0993024672402453,-12.939398,,,<,-4.25,1.0,1,0,NGC3379,370,True,1.0
dw1046p1219,161.6722,12.327,16.6,15.97,,0.09,0.09,,7.78,0.13,1,NGC3379,70.4,10.7,-23.8,10.63,-13.54,-13.92,22.83,0.11,799.1,46.6,10.99,15.97,0.09,16.543580000000002,15.86241,0.0869938342642741,0.0893722205162208,-14.289398000000002,,,,,,0,0,NGC3379,370,True,1.0
M96,161.6907,11.8199,,,,,,,10.59,,0,NGC3379,150.3,10.7,-23.8,10.63,,-20.96,,,,,,,,,,,,,,-0.36,,-0.54,0.0,0,0,NGC3379,370,True,1.0
dw1046p1244,161.7204,12.7421,17.86,17.45,,0.1,0.1,,6.88,0.13,0,NGC3379,52.4,10.7,-23.8,10.63,-12.29,-12.53,25.1,0.13,1616.1,112.0,11.17,17.45,0.1,17.811059999999998,17.340870000000002,0.0966598158491935,0.0993024672402453,-12.808186,,,,,,0,0,NGC3379,370,True,1.0
dw1046p1247,161.7275,12.7886,18.4,17.77,,0.1,0.1,,7.05,0.13,1,NGC3379,56.9,10.7,-23.8,10.63,-11.75,-12.12,23.86,0.14,504.6,39.2,11.68,17.77,0.1,18.34358,17.66241,0.0966598158491935,0.0993024672402453,-12.489398,<,-4.2,<,-4.33,1.0,1,1,NGC3379,370,True,1.0
dw1046p1259,161.7393,12.9984,17.09,16.48,,0.09,0.09,,7.53,0.13,1,NGC3379,87.3,10.7,-23.8,10.63,-13.06,-13.42,24.51,0.12,1145.5,69.8,8.48,16.48,0.09,17.03426,16.372270000000004,0.0869938342642741,0.0893722205162208,-13.781105999999998,,,,-4.35,1.0,0,0,NGC3379,370,True,1.0
dw1047p1257,161.7525,12.9604,18.78,18.13,,0.11,0.1,,6.91,0.13,1,NGC3379,79.9,10.7,-23.8,10.63,-11.37,-11.75,24.2,0.15,445.3,37.9,11.56,18.13,0.1,18.7229,18.02255,0.1063143809651356,0.0993029853529087,-12.12769,,,,-4.08,0.0,0,0,NGC3379,370,True,1.0
dw1047p1153,161.7749,11.8779,20.98,20.43,,0.18,0.18,,5.85,0.2,1,NGC3379,135.6,10.7,-23.8,10.63,-9.16,-9.48,26.5,0.28,396.6,68.3,9.35,20.43,0.18,20.9263,20.32185,0.1739876685285483,0.1787444410324416,-9.81623,,,,,,0,0,NGC3379,370,True,1.0
dw1047p1248,161.8051,12.8022,18.67,18.27,,0.11,0.11,,6.53,0.13,1,NGC3379,49.6,10.7,-23.8,10.63,-11.48,-11.71,25.48,0.14,823.8,68.3,10.72,18.27,0.11,18.6214,18.1608,0.1063257974341128,0.1092327139642698,-11.98404,,,<,-4.34,1.0,1,0,NGC3379,370,True,1.0
dw1047p1202,161.919,12.0487,19.57,19.01,,0.12,0.12,,6.45,0.15,1,NGC3379,99.8,10.7,-23.8,10.63,-10.58,-10.91,25.65,0.17,578.2,62.4,11.24,19.01,0.12,19.51596,18.901920000000004,0.1159917790190322,0.1191629606882944,-11.250376,,,<,-4.3,1.0,1,0,NGC3379,370,True,1.0
dw1047p1258,161.9255,12.9754,19.59,18.93,,0.12,0.12,,6.63,0.15,1,NGC3379,73.8,10.7,-23.8,10.63,-10.56,-10.95,25.44,0.17,438.9,48.7,11.0,18.93,0.12,19.53104,18.82262,0.0883017372422536,0.1479260788366946,-11.331836,,,,,,0,0,NGC3379,370,True,1.0
NGC3377,161.9264,13.9858,,,,,,,10.1,,1,NGC3379,262.3,10.7,-23.8,10.63,,-19.86,,,,,,,,,,,,,,-1.79,,-2.29,1.0,0,0,NGC3379,370,True,1.0
dw1048p1158,162.0547,11.9684,19.35,18.76,,0.12,0.11,,6.61,0.14,1,NGC3379,115.9,10.7,-23.8,10.63,-10.79,-11.14,24.66,0.17,497.7,49.1,11.03,18.76,0.11,19.29494,18.652130000000003,0.1159803172956515,0.1092332298341489,-11.492814,,,<,-4.31,1.0,1,0,NGC3379,370,True,1.0
NGC3384,162.0705,12.6292,,,,,,,10.41,,1,NGC3379,22.6,10.7,-23.8,10.63,,-20.3,,,,,,,,,,,,,<,-4.37,,,1.0,0,1,NGC3379,370,True,1.0
dw1048p1154,162.1039,11.9123,19.34,18.84,,0.15,0.15,,6.45,0.14,1,NGC3379,127.9,10.7,-23.8,10.63,-10.8,-11.1,23.51,0.23,1284.0,51.4,10.75,18.84,0.15,19.288,18.7315,0.1449897237737902,0.148953700860368,-11.415499999999998,,,,,,0,0,NGC3379,370,True,1.0
dw1048p1303,162.1492,13.0598,19.43,19.05,,0.12,0.12,,6.2,0.14,1,NGC3379,95.9,10.7,-23.8,10.63,-10.71,-10.94,25.94,0.16,579.2,60.1,10.9,19.05,0.12,19.38208,18.94066,0.1159917790190322,0.1191629606882944,-11.205748,,,<,-4.27,1.0,1,0,NGC3379,370,True,1.0
dw1048p1259,162.2174,12.9954,19.86,19.26,,0.13,0.13,,6.41,0.15,1,NGC3379,90.7,10.7,-23.8,10.63,-10.29,-10.64,26.69,0.19,694.1,80.6,11.81,19.26,0.13,19.8046,19.152200000000004,0.1256577606039515,0.1290932074123189,-10.996959999999998,,,,,,0,0,NGC3379,370,True,1.0
dw1048p1407,162.224,14.1245,15.29,14.66,,0.09,0.09,,8.29,0.13,1,NGC3379,292.3,10.7,-23.8,10.63,-14.85,-15.23,20.86,0.11,674.2,34.8,12.67,14.66,0.09,15.23358,14.55241,0.0869938342642741,0.0893722205162208,-15.599398000000004,,,<,-4.08,1.0,1,0,NGC3379,370,True,1.0
dw1049p1247,162.2977,12.7925,19.5,19.11,,0.12,0.12,,6.17,0.15,1,NGC3379,73.6,10.7,-23.8,10.63,-10.65,-10.87,24.52,0.17,436.9,45.5,11.91,19.11,0.12,19.45174,19.00073,0.1159917790190322,0.1191629606882944,-11.139894000000002,,,,-4.67,0.0,0,0,NGC3379,370,True,1.0
dw1049p1233,162.358,12.5525,19.09,18.47,,0.11,0.11,,6.75,0.14,1,NGC3379,73.4,10.7,-23.8,10.63,-11.06,-11.42,25.21,0.16,586.1,55.0,11.48,18.47,0.11,19.03392,18.36234,0.1063257974341128,0.1092327139642698,-11.785252000000003,,,<,-4.28,1.0,1,0,NGC3379,370,True,1.0
UGC5944,162.5791,13.2719,14.94,14.33,,0.09,0.09,,8.39,0.12,1,NGC3379,171.6,10.7,-23.8,10.63,-15.21,-15.56,21.71,0.11,1126.8,56.7,11.3,14.33,0.09,14.88426,14.22227,0.0869938342642741,0.0893722205162208,-15.921106,,,,-4.38,1.0,0,0,NGC3379,370,True,1.0
dw1050p1213,162.6004,12.2182,20.89,20.41,,0.18,0.18,,5.77,0.2,1,NGC3379,135.6,10.7,-23.8,10.63,-9.25,-9.53,24.85,0.27,257.8,42.9,11.19,20.41,0.18,20.83868,20.301360000000003,0.1739876685285483,0.1787444410324416,-9.837207999999997,,,,,,0,0,NGC3379,370,True,1.0
dw1050p1221,162.6132,12.3598,16.87,16.26,,0.09,0.09,,7.63,0.13,1,NGC3379,126.7,10.7,-23.8,10.63,-13.28,-13.64,24.64,0.12,1509.8,88.0,10.32,16.26,0.09,16.81426,16.152270000000005,0.0869938342642741,0.0893722205162208,-14.001106,,,,-4.4,1.0,0,0,NGC3379,370,True,1.0
dw1050p1236,162.6486,12.6093,20.2,19.75,,0.15,0.14,,6.02,0.16,1,NGC3379,126.2,10.7,-23.8,10.63,-9.94,-10.21,24.59,0.21,552.3,72.0,11.25,19.75,0.14,20.1497,19.641150000000003,0.1449781624935286,0.1390239652002488,-10.50477,,,,,,0,0,NGC3379,370,True,1.0
NGC3412,162.722,13.4121,,,,,,,10.05,,1,NGC3379,208.5,10.7,-23.8,10.63,,-19.68,,,,,,,,,,,,,,-1.44,,-2.4,1.0,0,0,NGC3379,370,True,1.0
dw1051p1320,162.7563,13.3336,16.27,15.66,,0.09,0.09,,7.87,0.13,1,NGC3379,202.3,10.7,-23.8,10.63,-13.87,-14.23,22.61,0.11,983.4,52.6,10.89,15.66,0.09,16.21426,15.55227,0.0869938342642741,0.0893722205162208,-14.591106,,,,-4.22,1.0,0,0,NGC3379,370,True,1.0
dw1051p1250,162.8378,12.849,16.18,15.59,,0.09,0.09,,7.86,0.13,1,NGC3379,168.1,10.7,-23.8,10.63,-13.97,-14.31,22.41,0.11,863.3,47.3,10.34,15.59,0.09,16.12494,15.48213,0.0869938342642741,0.0893722205162208,-14.662814000000004,,,,-3.77,1.0,0,0,NGC3379,370,True,1.0
dw1051p1406,162.8807,14.1149,17.73,17.13,,0.1,0.1,,7.26,0.13,1,NGC3379,332.0,10.7,-23.8,10.63,-12.42,-12.77,22.17,0.13,349.6,23.6,,17.13,0.1,17.6746,17.0222,0.0966598158491935,0.0993024672402453,-13.12696,,,,-4.65,1.0,0,0,NGC3379,370,True,1.0
dw1052p1102,163.0812,11.0433,15.85,15.23,,0.09,0.09,,8.04,0.13,1,NGC3379,353.4,10.7,-23.8,10.63,-14.29,-14.66,21.04,0.11,556.1,29.8,,15.23,0.09,15.79392,15.12234,0.0869938342642741,0.0893722205162208,-15.025252,,,<,-4.31,1.0,1,0,NGC3379,370,True,1.0
dw1040p1216,160.1211,12.2728,19.32,18.72,,0.12,0.11,,6.62,0.14,1,NGC3379,339.8,10.7,-23.8,10.63,-10.83,-11.18,25.1,0.17,621.2,61.3,,18.72,0.11,19.2646,18.6122,0.1159803172956515,0.1092332298341489,-11.53696,,,,,,0,0,NGC3379,370,False,0.85
dw1043p1253,160.9016,12.8988,21.0,20.34,,0.18,0.17,,6.06,0.21,1,NGC3379,201.1,10.7,-23.8,10.63,-9.15,-9.53,25.35,0.28,283.2,49.0,,20.34,0.17,20.94104,20.23262,0.1307674149014195,0.2099440277788344,-9.911835999999996,,,,,,0,0,NGC3379,370,False,0.65
dw1043p1207,160.9792,12.1333,18.95,18.49,,0.11,0.11,,6.52,0.14,0,NGC3379,197.0,10.7,-23.8,10.63,-11.19,-11.46,23.1,0.15,500.2,44.6,,18.49,0.11,18.89936,18.38122,0.1063257974341128,0.1092327139642698,-11.758916000000005,,,,-4.47,0.0,0,0,NGC3379,370,False,0.25
dw1044p1132,161.0306,11.5344,18.45,18.06,,0.1,0.1,,6.6,0.13,0,NGC3379,258.6,10.7,-23.8,10.63,-11.69,-11.92,22.4,0.14,389.4,30.6,,18.06,0.1,18.40174,17.95073,0.0966598158491935,0.0993024672402453,-12.189894000000002,,,,-3.51,0.0,0,0,NGC3379,370,False,0.4
dw1045p1315,161.2789,13.2652,20.7,20.25,,0.17,0.17,,5.8,0.19,1,NGC3379,177.5,10.7,-23.8,10.63,-9.45,-9.71,25.68,0.25,350.0,54.3,,20.25,0.17,20.6497,20.141150000000003,0.1643216869436289,0.1688141943084171,-10.00477,,,,,,0,0,NGC3379,370,False,0.75
dw1045p1413,161.4842,14.2274,19.76,19.16,,0.13,0.12,,6.45,0.15,1,NGC3379,319.2,10.7,-23.8,10.63,-10.39,-10.74,24.59,0.19,345.7,39.0,,19.16,0.12,19.704600000000003,19.052200000000003,0.1256462605890044,0.1191634746891848,-11.09696,,,<,-4.3,1.0,1,0,NGC3379,370,False,0.7
dw1045p1332,161.4925,13.5477,19.41,18.91,,0.12,0.12,,6.41,0.14,1,NGC3379,199.2,10.7,-23.8,10.63,-10.74,-11.03,24.48,0.17,467.5,47.4,,18.91,0.12,19.358,18.8015,0.1159917790190322,0.1191629606882944,-11.345499999999998,,,<,-4.29,1.0,1,0,NGC3379,370,False,0.65
dw1046p1342,161.6272,13.7011,18.62,18.13,,0.11,0.1,,6.72,0.13,1,NGC3379,217.5,10.7,-23.8,10.63,-11.52,-11.81,21.73,0.14,237.2,19.4,,18.13,0.1,18.56834,18.02143,0.1063143809651356,0.0993029853529087,-12.121353999999997,,,,,,0,0,NGC3379,370,False,0.2
dw1046p1358,161.6816,13.9718,20.99,20.55,,0.18,0.19,,5.69,0.21,1,NGC3379,264.4,10.7,-23.8,10.63,-9.15,-9.41,24.71,0.28,205.7,35.5,,20.55,0.19,20.94004,20.441080000000003,0.1739999597701103,0.188674207299249,-9.700623999999998,,,,,,0,0,NGC3379,370,False,0.35
dw1046p1118,161.7075,11.3037,20.57,20.05,,0.16,0.16,,5.99,0.18,1,NGC3379,243.0,10.7,-23.8,10.63,-9.58,-9.88,25.01,0.24,319.9,47.3,,20.05,0.16,20.51732,19.941640000000003,0.1546557053587096,0.1588839475843925,-10.203791999999996,,,,,,0,0,NGC3379,370,False,0.7
dw1047p1117,161.7845,11.2853,19.27,18.81,,0.12,0.12,,6.4,0.14,1,NGC3379,244.2,10.7,-23.8,10.63,-10.88,-11.15,25.6,0.16,659.7,64.2,,18.81,0.12,19.21936,18.70122,0.1159917790190322,0.1191629606882944,-11.448916000000004,,,<,-4.31,1.0,1,0,NGC3379,370,False,0.85
dw1047p1145,161.949,11.7622,21.26,20.95,,0.2,0.22,,5.34,0.24,1,NGC3379,153.1,10.7,-23.8,10.63,-8.88,-9.07,25.54,0.32,410.9,78.5,,20.95,0.22,21.214460000000003,20.84017,0.1933447449505675,0.2184644859010269,-9.306726,,,,,,0,0,NGC3379,370,False,0.55
dw1048p1121,162.096,11.3523,20.08,19.41,,0.14,0.13,,6.43,0.16,1,NGC3379,231.0,10.7,-23.8,10.63,-10.07,-10.46,25.76,0.2,570.9,71.2,,19.41,0.13,20.01748,19.30062,0.1013442844959695,0.1606385819160515,-10.848052000000004,,,,,,0,0,NGC3379,370,False,0.75
dw1049p1121,162.4042,11.3512,17.97,17.38,,0.1,0.1,,7.14,0.13,1,NGC3379,244.0,10.7,-23.8,10.63,-12.17,-12.52,24.77,0.13,790.6,56.1,,17.38,0.1,17.914939999999998,17.27213,0.0966598158491935,0.0993024672402453,-12.872813999999998,,,<,-4.29,1.0,1,0,NGC3379,370,False,0.95
dw1049p1057,162.4172,10.9555,20.32,20.04,,0.15,0.16,,5.67,0.17,0,NGC3379,315.2,10.7,-23.8,10.63,-9.82,-9.99,24.31,0.22,239.6,32.5,,20.04,0.16,20.27548,19.92996,0.1450020813643721,0.1588834695618144,-10.214288000000003,,,,,,0,0,NGC3379,370,False,0.15
dw1049p1146,162.4789,11.7802,18.8,18.21,,0.11,0.11,,6.81,0.13,1,NGC3379,177.5,10.7,-23.8,10.63,-11.35,-11.69,24.61,0.15,585.2,50.1,,18.21,0.11,18.74494,18.10213,0.1063257974341128,0.1092327139642698,-12.042814,,,,,,0,0,NGC3379,370,False,0.9
dw1050p1352,162.5147,13.889,19.26,18.75,,0.12,0.11,,6.48,0.14,1,NGC3379,264.4,10.7,-23.8,10.63,-10.89,-11.18,26.27,0.16,876.1,84.9,,18.75,0.11,19.20766,18.64157,0.1159803172956515,0.1092332298341489,-11.499646000000002,,,,,,0,0,NGC3379,370,False,0.85
dw1050p1353,162.5848,13.8961,18.78,18.23,,0.11,0.11,,6.74,0.14,1,NGC3379,270.8,10.7,-23.8,10.63,-11.37,-11.69,26.65,0.15,1156.2,98.5,,18.23,0.11,18.7263,18.12185,0.1063257974341128,0.1092327139642698,-12.026229999999998,,,,,,0,0,NGC3379,370,False,0.9
dw1051p1359,162.7459,13.9927,20.89,20.4,,0.18,0.18,,5.82,0.2,1,NGC3379,300.1,10.7,-23.8,10.63,-9.25,-9.54,24.73,0.27,297.6,49.6,,20.4,0.18,20.83834,20.29143,0.1739876685285483,0.1787444410324416,-9.851353999999995,,,,,,0,0,NGC3379,370,False,0.4
dw1051p1101,162.7661,11.02,18.06,17.59,,0.1,0.1,,6.9,0.13,1,NGC3379,327.1,10.7,-23.8,10.63,-12.08,-12.36,25.39,0.13,1310.5,94.6,,17.59,0.1,18.00902,17.48129,0.0966598158491935,0.0993024672402453,-12.663062,,,,,,0,0,NGC3379,370,False,0.95
dw1051p1310,162.9739,13.1694,20.25,19.76,,0.15,0.14,,6.05,0.17,1,NGC3379,215.3,10.7,-23.8,10.63,-9.9,-10.19,24.2,0.22,218.2,28.9,,19.76,0.14,20.19834,19.651430000000005,0.1449781624935286,0.1390239652002488,-10.501354,,,,,,0,0,NGC3379,370,False,0.2
dw1054p1217,163.7206,12.2967,18.18,17.74,,0.1,0.1,,6.81,0.13,0,NGC3379,326.2,10.7,-23.8,10.63,-11.96,-12.23,22.78,0.13,377.0,27.9,,17.74,0.1,18.13004,17.63108,0.0966598158491935,0.0993024672402453,-12.520624000000002,,,,,,0,0,NGC3379,370,False,0.35
dw1104p0004,166.1606,0.0815,20.25,19.67,,0.15,0.14,,6.24,0.17,1,NGC3521,61.5,11.2,-24.4,10.83,-10.0,-10.33,24.74,0.22,280.9,37.2,11.68,19.67,0.14,20.19528,19.56206,0.1449781624935286,0.1390239652002488,-10.678668000000002,,,,,,0,0,NGC3521,330,True,1.0
dw1104p0003,166.1676,0.0581,16.57,16.03,,0.09,0.09,,7.66,0.13,1,NGC3521,58.6,11.2,-24.4,10.83,-13.67,-13.99,23.06,0.11,852.8,48.7,10.18,16.03,0.09,16.51664,15.92178,0.0869938342642741,0.0893722205162208,-14.322084000000002,,,,-3.93,1.0,0,0,NGC3521,330,True,1.0
dw1104p0005,166.1711,0.0936,20.67,20.21,,0.17,0.17,,5.87,0.18,1,NGC3521,60.5,11.2,-24.4,10.83,-9.57,-9.84,25.84,0.25,642.4,98.7,12.75,20.21,0.17,20.61936,20.10122,0.1643216869436289,0.1688141943084171,-10.138916000000002,,,,,,0,0,NGC3521,330,True,1.0
dw1105p0006,166.4217,0.1163,16.0,15.46,,0.09,0.09,,7.9,0.13,0,NGC3521,30.3,11.2,-24.4,10.83,-14.24,-14.56,25.91,0.11,3413.8,184.1,,15.46,0.09,15.94664,15.351780000000002,0.0869938342642741,0.0893722205162208,-14.892084,,,,,,0,0,NGC3521,330,True,1.0
dw1106m0126,166.5313,-1.4476,17.45,16.9,,0.09,0.1,,7.31,0.13,1,NGC3521,276.5,11.2,-24.4,10.83,-12.79,-13.11,23.94,0.12,773.1,49.8,11.57,16.9,0.1,17.3963,16.79185,0.0870064572316331,0.0993019984693158,-13.44623,,,<,-4.14,1.0,1,0,NGC3521,330,True,1.0
dw1106m0052,166.6084,-0.8797,19.03,18.55,,0.11,0.11,,6.57,0.14,1,NGC3521,167.7,11.2,-24.4,10.83,-11.21,-11.5,24.71,0.15,635.8,57.9,12.15,18.55,0.11,18.97868,18.441360000000003,0.1063257974341128,0.1092327139642698,-11.807208,,,,,,0,0,NGC3521,330,True,1.0
dw1107m0038,166.776,-0.6338,21.14,20.57,,0.19,0.19,,5.88,0.23,1,NGC3521,132.9,11.2,-24.4,10.83,-9.11,-9.44,25.94,0.3,343.5,62.6,11.49,20.57,0.19,21.08562,20.461990000000004,0.1836536501134676,0.1886746877564661,-9.784522,,,,,,0,0,NGC3521,330,True,1.0
dw110m0011,166.8051,-0.1869,17.62,17.11,,0.1,0.1,,7.19,0.13,1,NGC3521,75.0,11.2,-24.4,10.83,-12.63,-12.92,24.72,0.12,1067.0,70.7,12.29,17.11,0.1,17.56766,17.00157,0.0966598158491935,0.0993024672402453,-13.239646,,,<,-4.11,1.0,1,0,NGC3521,330,True,1.0
dw1109m0016,167.3283,-0.2771,18.84,18.23,,0.11,0.11,,6.87,0.14,1,NGC3521,177.6,11.2,-24.4,10.83,-11.4,-11.76,25.39,0.15,901.4,78.0,9.91,18.23,0.11,18.78426,18.122270000000004,0.1063257974341128,0.1092327139642698,-12.121106,,,,,,0,0,NGC3521,330,True,1.0
dw1110p0037,167.6231,0.6169,16.89,16.28,,0.09,0.09,,7.64,0.13,1,NGC3521,262.0,11.2,-24.4,10.83,-13.36,-13.71,22.64,0.12,795.6,47.1,11.43,16.28,0.09,16.83426,16.17227,0.0869938342642741,0.0893722205162208,-14.071106000000004,,,,-3.52,1.0,0,0,NGC3521,330,True,1.0
dw1111p0049,167.8493,0.8315,18.83,18.33,,0.11,0.11,,6.7,0.14,1,NGC3521,321.5,11.2,-24.4,10.83,-11.41,-11.71,25.88,0.15,843.0,72.8,10.06,18.33,0.11,18.778,18.2215,0.1063257974341128,0.1092327139642698,-12.0255,,,,,,0,0,NGC3521,330,True,1.0
dw1104p0033,166.2068,0.5506,21.41,20.96,,0.21,0.22,,5.58,0.24,1,NGC3521,124.3,11.2,-24.4,10.83,-8.83,-9.1,24.91,0.34,338.2,68.4,,20.96,0.22,21.3597,20.851150000000004,0.202997857131547,0.2184649457006775,-9.39477,,,,,,0,0,NGC3521,330,False,0.25
